"","species","gbifID","abstract","accessRights","accrualMethod","accrualPeriodicity","accrualPolicy","alternative","audience","available","bibliographicCitation","conformsTo","contributor","coverage","created","creator","date","dateAccepted","dateCopyrighted","dateSubmitted","description","educationLevel","extent","format","hasFormat","hasPart","hasVersion","identifier","instructionalMethod","isFormatOf","isPartOf","isReferencedBy","isReplacedBy","isRequiredBy","isVersionOf","issued","language","license","mediator","medium","modified","provenance","publisher","references","relation","replaces","requires","rights","rightsHolder","source","spatial","subject","tableOfContents","temporal","title","type","valid","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","ownerInstitutionCode","basisOfRecord","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","catalogNumber","recordNumber","recordedBy","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","behavior","establishmentMeans","occurrenceStatus","preparations","disposition","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","occurrenceRemarks","organismID","organismName","organismScope","associatedOccurrences","associatedOrganisms","previousIdentifications","organismRemarks","materialSampleID","eventID","parentEventID","fieldNumber","eventDate","eventTime","startDayOfYear","endDayOfYear","year","month","day","verbatimEventDate","habitat","samplingProtocol","samplingEffort","sampleSizeValue","sampleSizeUnit","fieldNotes","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","decimalLatitude","decimalLongitude","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceVerificationStatus","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","identificationQualifier","typeStatus","identifiedBy","dateIdentified","identificationReferences","identificationVerificationStatus","identificationRemarks","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","kingdom","phylum","class","order","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","verbatimTaxonRank","vernacularName","nomenclaturalCode","taxonomicStatus","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","coordinateAccuracy","elevation","elevationAccuracy","depth","depthAccuracy","distanceAboveSurface","distanceAboveSurfaceAccuracy","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","genericName","typifiedName","protocol","lastParsed","lastCrawled","life_history","ymd_lat_lon_sp","Winter","Spring","Summer","Fall","date_calc","days","days_adjusted"
"1728","Heliophila coronopifolia",461954593,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405088-0","","Marloth H.W.R.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1886-08-31T00:00Z",NA,NA,NA,1886,8,31,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.875,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1886_8_31_-33.875_18.375_Heliophila coronopifolia",0.57133032995102,0.545282303902994,0.506594054339412,0.485455349248453,2018-08-31,243,108
"1747","Heliophila coronopifolia",461954633,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0214587-0","","Marais W.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1964-09-22T00:00Z",NA,NA,NA,1964,9,22,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.125,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1964_9_22_-32.125_18.875_Heliophila coronopifolia",0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,2018-09-22,265,130
"1756","Heliophila coronopifolia",461954584,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405079-0","","Bolus H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1905-08-31T00:00Z",NA,NA,NA,1905,8,31,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1905_8_31_-33.375_18.375_Heliophila coronopifolia",0.338141025641026,0.396270396270396,0.454099821746881,0.535239270533388,2018-08-31,243,108
"1761","Heliophila coronopifolia",461954627,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0191468-0","","Stobie M.S.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2001-09-16T00:00Z",NA,NA,NA,2001,9,16,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,19.625,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Cupido,C.N.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","2001_9_16_-32.875_19.625_Heliophila coronopifolia",0.3632764294529,0.356478815302345,0.341213320992733,0.283148224324695,2018-09-16,259,124
"1764","Heliophila coronopifolia",1055662448,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2314843",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"2015-04-18T00:00Z",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","NHMUK","BOT","","","PRESERVED_SPECIMEN",NA,NA,"{""collectionkind"": ""Sheet"", ""recordtype"": ""Specimen - single"", ""created"": ""2007-09-27"", ""centroid"": true, ""subdepartment"": ""Flowering Plants"", ""determinations"": {""filedAs"": [""True"", "" False"", "" False"", "" False"", "" False"", "" False""], ""name"": [""Heliophila coronopifolia L."", "" Heliophila sonchifolia DC."", "" Heliophila filiformis L.f."", "" Heliophila filifolia Thunb."", "" Heliophila heterophylla DC."", "" Heliophila caledonica (Eckl. & Zeyh.) Sond.""]}, ""labellocality"": ""Promont."", ""dqi"": ""Minor errors""}","645c6422-f464-4ac4-97aa-acf84e45be5c","BM000552494","s.n.","F. Masson","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"NHMUK:ecatalogue:4517989","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"Africa; South Africa","AFRICA",NA,NA,NA,"ZA","","","","","","",NA,NA,NA,"","",-28.99853,25.09254,NA,"","",NA,NA,NA,NA,NA,"Google Earth","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","HOLOTYPE","","1962-03-27T00:00Z",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"Brassicaceae","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","7e380070-f762-11e1-a439-00145eb45e9a","GB","2015-11-26T14:26Z",NA,NA,NA,NA,NA,NA,NA,"COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84","STILLIMAGE",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","DWC_ARCHIVE","2015-11-26T14:26Z","2015-11-26T14:26Z","a","NA_NA_NA_-28.99853_25.09254_Heliophila coronopifolia",0.308994926641985,0.424359953771718,0.492668483477307,0.33305909776498,NA,NA,NA
"1770","Heliophila coronopifolia",461954610,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405107-0","","Ecklon C.F.; Zeyher C.L.P.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1830-09-30T00:00Z",NA,NA,NA,1830,9,30,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-34.125,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1830_9_30_-34.125_18.875_Heliophila coronopifolia",0.119755244755245,0.288838612368024,0.190259495406554,0.129439188262718,2018-09-30,273,138
"1775","Heliophila coronopifolia",461954596,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405093-0","","Eliovson S.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1952-09-17T00:00Z",NA,NA,NA,1952,9,17,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.375,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1952_9_17_-33.375_18.375_Heliophila coronopifolia",0.338141025641026,0.396270396270396,0.454099821746881,0.535239270533388,2018-09-17,260,125
"1794","Heliophila coronopifolia",461954582,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0002689-0","","Compton R.H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1944-09-01T00:00Z",NA,NA,NA,1944,9,1,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.875,17.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Marais","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","1944_9_1_-32.875_17.875_Heliophila coronopifolia",0.356411970382559,0.446604376016141,0.40166940902235,0.409159467982997,2018-09-01,244,109
"1799","Heliophila coronopifolia",461954585,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0405080-0","","Baur L.R.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-33.625,18.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila coronopifolia L.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"coronopifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:41Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374358,6,49,220,7225535,3112,3043831,NA,5374358,"Heliophila","","TAPIR","","2013-09-07T09:15Z","a","NA_NA_NA_-33.625_18.375_Heliophila coronopifolia",0.263792401723436,0.232663887836302,0.0991253809556197,0.320891751926235,NA,NA,NA
"1803","Heliophila crithmifolia",453256339,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0210798-0","","Burger ; Louw","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1986-09-04T00:00Z",NA,NA,NA,1986,9,4,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-31.125,19.375,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila crithmifolia Willd.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"crithmifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374303,6,49,220,7225535,3112,3043831,NA,5374303,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1986_9_4_-31.125_19.375_Heliophila crithmifolia",0.248663101604278,0.316458051752169,0.407788290141231,0.32215823392294,2018-09-04,247,112
"1805","Heliophila crithmifolia",453256329,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","PRE0760459-0","","Sachse B","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","2006-08-03T00:00Z",NA,NA,NA,2006,8,3,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.125,19.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","Makgakga,M.C.","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila crithmifolia Willd.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"crithmifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374303,6,49,220,7225535,3112,3043831,NA,5374303,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","2006_8_3_-32.125_19.875_Heliophila crithmifolia",0.201083230494995,0.345619086795557,0.360709755930344,0.256753050870698,2018-08-03,215,80
"1807","Heliophila crithmifolia",1144617526,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","G","Geneva Herbarium – De Candolle's Prodromus (G-DC)","","","PRESERVED_SPECIMEN",NA,NA,"","","G-DC-184723/1","","Anon. (Coll. HERBIER DE CANDOLLE)","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Western Cape/Province of the Western Cape","","",NA,NA,NA,"","",-33.50361,20.98583,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","TYPE","CAT.HERB.PRODR. (2009)","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila chamaemelifolia Burch. ex DC.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"chamaemelifolia","","SPECIES","",NA,"","","","","63e9e22d-a649-4087-b39e-acb1651af077","CH","2015-10-20T13:54Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374305,6,49,220,7225535,3112,3043831,NA,5374303,"Heliophila","Heliophila chamaemelifolia DC.","BIOCASE","2015-10-20T13:54Z","2016-01-26T00:29Z","a","NA_NA_NA_-33.50361_20.98583_Heliophila crithmifolia",0.237145207733443,0.360931225637108,0.318678870149458,0.277115041820924,NA,NA,NA
"1809","Heliophila crithmifolia",453256336,NA,"",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,NA,"",NA,NA,"",NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,"",NA,"","","","SANBI","PRECIS","","","PRESERVED_SPECIMEN",NA,NA,"","","NBG0002924-0","","Bolus H.","",NA,NA,NA,NA,"",NA,NA,NA,"","",NA,"",NA,"","",NA,NA,NA,NA,NA,"",NA,NA,NA,NA,"","1993-10-01T00:00Z",NA,NA,NA,1993,10,1,"","","",NA,NA,NA,"","",NA,NA,"","",NA,NA,NA,"ZA","","","","Not available","","",NA,NA,NA,"","",-32.375,18.875,NA,"","",NA,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Heliophila crithmifolia Willd.",NA,NA,"","",NA,NA,"","Plantae","Magnoliophyta","Magnoliopsida","Brassicales","Brassicaceae","Heliophila",NA,"crithmifolia","","SPECIES","",NA,"","","","","1881d048-04f9-4bc2-b7c8-931d1659a354","ZA","2014-06-05T10:26Z",NA,NA,NA,NA,NA,NA,NA,"GEODETIC_DATUM_ASSUMED_WGS84","",TRUE,FALSE,5374303,6,49,220,7225535,3112,3043831,NA,5374303,"Heliophila","","TAPIR","","2013-09-07T09:17Z","a","1993_10_1_-32.375_18.875_Heliophila crithmifolia",0.307255244755245,0.371931989579048,0.356206293706294,0.346907993966817,2018-10-01,274,139
