gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	occurrenceStatus	preparations	disposition	associatedMedia	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOccurrences	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	sampleSizeValue	sampleSizeUnit	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceVerificationStatus	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
1066856688																										acee56f8-8505-4134-bd93-1452039379d8																																									acee56f8-8505-4134-bd93-1452039379d8	14537		L.f.																													01-01-1993																																							-31.502	115.70522	AGD84	300																																						CALM survey team													Heliophila pusilla								Plantae				Brassicaceae	Heliophila		pusilla		pusilla							
1056269682																										2314820													2015-04-17																				NHMUK	BOT			Specimen			"{""collectionkind"": ""Sheet"", ""recordtype"": ""Specimen - single"", ""created"": ""2007-09-27"", ""centroid"": true, ""subdepartment"": ""Flowering Plants"", ""determinations"": {""filedAs"": [""True"", "" False""], ""name"": [""Heliophila dissecta Thunb."", "" Heliophila tenella DC.""]}, ""dqi"": ""Minor errors""}"	8a605130-3219-429f-9242-5c7fc2f81892	BM000552469	457	Oldenburg																NHMUK:ecatalogue:4517964																														Africa; South Africa	Africa				South Africa																	-28.99853	25.092539						28 59 54.71 S	025 05 33.14 E								Google Earth																								Type														Heliophila dissecta Thunb.							Brassicaceae					Brassicaceae	Heliophila		dissecta				Thunb.					
1019560650																										http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723708																																	MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723708	P00723708		Schlechter, F.R.R.						fl fr				hb																		10050	1897-1-19				1897	1	19																Afrique australe	za					Koude Bokkeveld. Gydouwberg																																																																	Heliophila scoparia Burch. & DC.																			Burch. & DC.					
1009059047													2012-11-02													HE806204													2012-11-02			MaterialSample																									HE806204			Lysak & Mandakova #33														HE806204																																					South Africa:Namaqualand, Kamieskroon, gravel road from Kamieskroon to Skilpad																	-30.16	17.81																																													302141								Heliophila amplexicaulis							species										Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Heliophileae;Heliophila							
1009059104													2012-11-02													HE806210													2012-11-02			MaterialSample																									HE806210			Lysak & Mandakova #13														HE806210																																					South Africa:Western Cape, Olifants River valley, gravel road Citrusdal-Algeria																	-32.36	18.95																																													1187070								Heliophila bulbostyla							species										Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Heliophileae;Heliophila							
1009059131													2012-11-02													HE806271													2012-11-02			MaterialSample																									HE806271			Mummenhoff 1480														HE806271																																					South Africa:Western Cape, Witzenberg, Agterwitzenberg																	-33.23	19.3																																													302134								Heliophila scoparia							species										Eukaryota;Viridiplantae;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Heliophileae;Heliophila							
1052072160																										UPS:BOT:V-557405													05/08/2015																				UPS	BOT			preservedspecimen				UPS:BOT:V-557405	V-557405		N. Jürgens																												22962	1987-09-25				1987	9	25												Africa				South Africa		Northern Cape			Richterveld. Kahams. Hügelland SE, Hügel, Unterhang, Felshang mit Schutt. Relevé: 505												-28.2333300	17.6666700																																								M.C. Makgakga	2006												Heliophila variabilis												Brassicaceae	Heliophila											
1137174220																										L.1827421																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827421	L.1827421		Sieber																																																			Unknown					Cap B.Spei.																																																																		Heliophila pusilla L.f.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pusilla		species	species	L.f.		ICN			
1095989497																										S:VascularPlants:S-G-8768													2015-04-11T12:09:54+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S-G-8768	S-G-8768	s.n.	Ecklon & Zeyher										dried on sheet							Lectotype selected by B. Nordenstam 1979											s.n.								Not on sheet										Africa; South Africa; Cape, s. lat.	Africa				South Africa	ZA	Cape, s. lat.			Cape, Caledon, Zwarteberg	Cape, Caledon, Zwarteberg																																																			lectotype, basionym: Heliophila flacca Sond.														Heliophila diffusa (Thunb.) DC.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		diffusa				(Thunb.) DC.					
1096787303																										S:VascularPlants:S12-16072													2015-04-11T15:38:35+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S12-16072	S12-16072	2355	R. Schlechter										dried on sheet													Heliophila schlechteri Schinz; = H.coronopifolia					2355	1893-03-18																	Africa; South Africa	Africa				South Africa	ZA				Plantae Africae Australis. Reg. austral. In colle pr. George	Plantae Africae Australis. Reg. austral. In colle pr. George	300																																																		type, basionym: Heliophila schlechteri Schinz														Heliophila coronopifolia L.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		coronopifolia				L.					
1096823189																										S:VascularPlants:S13-32193													2015-04-11T15:58:49+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S13-32193	S13-32193	1606	John P. H. Acock										dried on sheet							Rådman Adolf Hafströms herbarium. Skänkt till Naturhistoriska riksmuseet 11 maj 1941						Heliophila crithmifolia Willd.					1606																		Africa; South Africa; Western Cape	Africa				South Africa	ZA	Western Cape			Plantae capenses, Bonnievale	Plantae capenses, Bonnievale																																																																	Heliophila crithmifolia Willd.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		crithmifolia				Willd.					
1096823243																										S:VascularPlants:S13-32243													2015-04-11T15:58:50+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S13-32243	S13-32243		Adolf Hafström										dried on sheet							Rådman Adolf Hafströms herbarium. Skänkt till Naturhistoriska riksmuseet 11 maj 1941						Heliophila linearifolia Burch.						1935-01-18																	Africa; South Africa; Western Cape	Africa				South Africa	ZA	Western Cape			Sydafrika, Kapkolonien, Kalk Bay närqa Muizenberg	Sydafrika, Kapkolonien, Kalk Bay närqa Muizenberg																																																																	Heliophila linearis (Thunb.) DC.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		linearis				(Thunb.) DC.					
1096823325																										S:VascularPlants:S13-32335													2015-04-11T15:58:51+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S13-32335	S13-32335		Adolf Hafström & Gösta Lindeberg										dried on sheet							Rådman Adolf Hafströms herbarium. Skänkt till Naturhistoriska riksmuseet 11 maj 1941						Heliophila sabulosa Schltr.						1936-09-27																	Africa; South Africa; Western Cape	Africa				South Africa	ZA	Western Cape			Sydafrika, Kapkolonien, passet Bains Kloof	Sydafrika, Kapkolonien, passet Bains Kloof																																																																	Heliophila arenaria Sond.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		arenaria				Sond.					
1096823330																										S:VascularPlants:S13-32333													2015-04-11T15:58:51+02:00															PhysicalObject		urn:lsid:biocol.org:col:15668			S	VascularPlants			preservedspecimen				S:VascularPlants:S13-32333	S13-32333		Adolf Hafström										dried on sheet							Rådman Adolf Hafströms herbarium. Skänkt till Naturhistoriska riksmuseet 11 maj 1941						Heliophila refracta Sond.						1936-09-20																	Africa; South Africa; Western Cape	Africa				South Africa	ZA	Western Cape			Sydafrika, Kapkolonien, Milnerton	Sydafrika, Kapkolonien, Milnerton																																																																	Heliophila refracta Sond.							Plantae;Magnoliophyta;Brassicales;Brassicaceae;Heliophila	Plantae	Magnoliophyta		Brassicales	Brassicaceae	Heliophila		refracta				Sond.					
1137539279																										WAG.1751546																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751546	WAG.1751546		Giess  JWH																													1976-08-16							1976-08-16											Africa				South Africa					2616 CB Aus. Regio: South West Africa.																																																																		Heliophila deserticola Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		deserticola		species	species	Schltr.		ICN			
1137539294																										WAG.1751563																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751563	WAG.1751563		Bartsch  S																													2001-08-07							2001-08-07											Africa				Namibia					Karas, Aus, Municipal Campsite.												-26.621389	16.289167																																																					Heliophila deserticola Schltr. var. deserticola							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		deserticola	deserticola	variety	var.			ICN			
1137587235																										WAG.1751606																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751606	WAG.1751606		Bos  JJ																													1963-08-20							1963-08-20											Africa				South Africa					Stellenbosch, S.W. Cape, Jonkershoek valley, contour-trail in Swartboskloof.																																																																		Heliophila africana (L.) Marais							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		africana		species	species	(L.) Marais		ICN			
1137610443																										WAG.1751558																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751558	WAG.1751558		Pienaar  BJ																													1987-08-27							1987-08-27											Africa				South Africa					2816BD, Cape Prov. Richtersveld: Numees Mine.																																																																		Heliophila deserticola Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		deserticola		species	species	Schltr.		ICN			
1137652649																										WAG.1751472																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751472	WAG.1751472		Schlechter  FRR																													1894-08-18							1894-08-18											Africa				South Africa					Africæ australis, In collibus pr. Saron.																																																																		Heliophila suavissima Burch. ex DC.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		suavissima		species	species	Burch. ex DC.		ICN			
1137652677																										WAG.1751608																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751608	WAG.1751608		Grant  AL																													1926-09-25							1926-09-25											Africa				South Africa					Cape Province, Common in fields near Darling. Corolla sky blue.																																																																		Heliophila africana (L.) Marais							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		africana		species	species	(L.) Marais		ICN			
1137652687																										WAG.1751498																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751498	WAG.1751498		Leistner  OA																													1901-05-30							1901-05-30											Africa				South Africa					Namaqualand: 8mls. leg W of Goodhouse.																																																																		Heliophila							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila				genus	genus			ICN			
1138232188																										WAG.1393633																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1393633	WAG.1393633		Hohenacker  RF																													1836-01-01 | 1836-01-31							1836-01-01 | 1836-01-31															Unknown																																																																							Cleome virgata Thunb.							Plantae|Magnoliopsida|Brassicales|Capparaceae	Plantae			Brassicales	Capparaceae	Cleome		virgata		species	species	Thunb.		ICN			
1138453757																										L.1827362																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827362	L.1827362		Schlechter  FRR																													1894-08-16							1894-08-16											Africa				South Africa					Africæ australis, Reg. Occidentalis, Piquetberg - Distrikt, In planitie pr. Piquetberg Road.																																																																		Heliophila							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila				genus	genus			ICN			
1138981119																										L.1827419																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827419	L.1827419		Wright  C; US North Pacific Exploring Expedition																													1853-01-01 | 1853-01-31							1853-01-01 | 1853-01-31															Unknown					Cape of Good Hope, Simon's Bay.																																																																		Heliophila pusilla L.f.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pusilla		species	species	L.f.		ICN			
1139205446																										L.1827411																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827411	L.1827411		Schlechter  FRR																													1897-09-10							1897-09-10											Africa				South Africa					Austro-Africanae, Regio occidentalis, Waterklipp, in collibus.																																																																		Heliophila africana (L.) Marais							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		africana		species	species	(L.) Marais		ICN			
1139363540																										U.1159130																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/U.1159130	U.1159130		Unknown																																																			Unknown																																																																							Heliophila amplexicaulis L.f.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		amplexicaulis		species	species	L.f.		ICN			
1139572686																										L.1827255																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827255	L.1827255		Unknown																																																			Unknown																																																																							Heliophila							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila				genus	genus			ICN			
1139572724																										L.1827398																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827398	L.1827398		Herb Gatt																																																			Unknown																																																																							Heliophila pendula Willd.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pendula		species	species	Willd.		ICN			
1139797486																										L.1827490																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827490	L.1827490		Herb Steenis  CGGJ van																													1975-09-22							1975-09-22											Africa				South Africa					NW. South Africa, Namaqualand Kaniespas bij Springbok.																																																																		Heliophila lactea Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		lactea		species	species	Schltr.		ICN			
1139797490																										L.1827390																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827390	L.1827390		Unknown																																																			Unknown																																																																							Heliophila pectinata Burch. ex DC.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pectinata		species	species	Burch. ex DC.		ICN			
1140155383																										L.1827315																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827315	L.1827315		Schlechter  FRR																													1896-07-20							1896-07-20											Africa				South Africa		Western Cape			...Austro-Africanae. Regio occidentalis. Karee bergen.												-31.116667	18.366667																																																					Heliophila sabulosa Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		sabulosa		species	species	Schltr.		ICN			
1140321268																										WAG.1751604																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/WAG.1751604	WAG.1751604		Unknown																																																			Unknown					c.B.S.O. ! Febraden ont siligu!																																																																		Heliophila africana (L.) Marais							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		africana		species	species	(L.) Marais		ICN			
1140566995																										L.1827551																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827551	L.1827551		Schlechter  FRR																													1894-09-11							1894-09-11											Africa				South Africa					Africæ australis, Reg. Occidentalis, Clanwilliam - Distrikt?, In collibus pr. Braakfontein.																																																																		Heliophila acuminata (Eckl. & Zeyh.) Steud.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		acuminata		species	species	(Eckl. & Zeyh.) Steud.		ICN			
1140570367																										L.1827414																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827414	L.1827414		Schlechter  FRR																													1897-08-19							1897-08-19											Africa				South Africa		Western Cape			...Austro-Africanae. Regio occidentalis. Ond. Bokkev. Papelfont.																																																																		Heliophila pubescens Burch. ex Sond.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pubescens		species	species	Burch. ex Sond.		ICN			
1140570372																										L.1827327																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827327	L.1827327		Schlechter  FRR																													1896-07-19							1896-07-19											Africa				South Africa		Western Cape			...Austro-Africanae. Terra Capensis Regio occidentalis. Karee Bergen.												-31.116667	18.366667																																																					Heliophila squamata Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		squamata		species	species	Schltr.		ICN			
1140570405																										L.1827427																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827427	L.1827427		Buek																																																			Unknown					Caphan sp.*?																																																																		Heliophila pusilla L.f.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		pusilla		species	species	L.f.		ICN			
1140570417																										L.1827491																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827491	L.1827491		Schlechter  FRR																													1896-07-13							1896-07-13											Africa				South Africa					Austro-Africanae, Terra Capensis Zout Rivier, Regio occidentalis.																																																																		Heliophila leptophylla Schltr.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		leptophylla		species	species	Schltr.		ICN			
1140746320																										L.1827318																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1827318	L.1827318		Medley Wood  J																													1905-08-15							1905-08-15											Africa				South Africa					Sandy soil near the Sea, Durban.																																																																		Heliophila scandens Harv.							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Heliophila		scandens		species	species	Harv.		ICN			
1141013855																										L.1842111																																	Naturalis	Botany			PreservedSpecimen				http://data.biodiversitydata.nl/naturalis/specimen/L.1842111	L.1842111		Schlechter  FRR																													1896-08-30							1896-08-30											Africa				South Africa		Western Cape			...Austro-Africanae. Terra Capensis Regio occidentalis. Koude Berg.												-32.25	19.166667																																																					Schlechteria capensis Bolus							Plantae|Magnoliopsida|Brassicales|Cruciferae	Plantae			Brassicales	Cruciferae	Schlechteria		capensis		species	species	Bolus		ICN			
411943734																																																											SANBI	PRECIS			PreservedSpecimen					NBG0002709-0		Steyn, M.																																	1949	8	6																SOUTH AFRICA					Not available																0.2500000																																					Marais													Heliophila setacea												BRASSICACEAE	Heliophila		setacea		Species		Schltr.					
412119079																																																											SANBI	PRECIS			PreservedSpecimen					NBG0002966-0		Compton, R.H.																																	1952	6	1																SOUTH AFRICA					Not available																0.2500000																																					Compton,R.H.													Heliophila subulata												BRASSICACEAE	Heliophila		subulata		Species		Burch. ex DC.					
412221106																																																											SANBI	PRECIS			PreservedSpecimen					NBG0003054-0		Compton, R.H.																																	1943	9	29																SOUTH AFRICA					Not available																0.2500000																																					Marais,W.													Heliophila arenaria var. glabrescens												BRASSICACEAE	Heliophila		arenaria	var. glabrescens	Variety		Sond.; (O.E.Schulz) Marais;					
412239919																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403121-0		Gillett, M.C.																																	1938	9	10																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila amplexicaulis												BRASSICACEAE	Heliophila		amplexicaulis		Species		L.f.					
412239963																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403165-0		Oliver, E.G.H.																																	1971	9	15																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pectinata												BRASSICACEAE	Heliophila		pectinata		Species		Burch. ex DC.					
412239969																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403171-0		Acocks, J.P.H.																																	1953	8	22																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pectinata												BRASSICACEAE	Heliophila		pectinata		Species		Burch. ex DC.					
412239977																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403179-0		Schlechter, F.R.R.																																	1896	8	30																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pubescens												BRASSICACEAE	Heliophila		pubescens		Species		Burch. ex Sond.					
412240826																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403947-0		Schlechter, F.R.R.																																	1896	8	28																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila variabilis												BRASSICACEAE	Heliophila		variabilis		Species		Burch. ex DC.					
412240837																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403958-0		Leipoldt, C.L.																																	1939	8	31																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila variabilis												BRASSICACEAE	Heliophila		variabilis		Species		Burch. ex DC.					
412240844																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403965-0		Dinter, M.K.																																	1922	6	30																NAMIBIA					Not available																0.2500000																																																		Heliophila minima												BRASSICACEAE	Heliophila		minima		Species		(Stephens) Marais					
412240850																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403971-0		Zeyher, C.L.P.																																	1830	2	28																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila deserticola var. deserticola												BRASSICACEAE	Heliophila		deserticola	var. deserticola	Variety		Schltr.					
412240874																																																											SANBI	PRECIS			PreservedSpecimen					PRE0403995-0		Eliovson, S.																																	1971	9	10																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila seselifolia var. seselifolia												BRASSICACEAE	Heliophila		seselifolia	var. seselifolia	Variety		Burch. ex DC.					
412240902																																																											SANBI	PRECIS			PreservedSpecimen					PRE0404023-0		Merxmüller, H.; Giess, J.W.H.																																	1963	8	26																NAMIBIA					Not available																0.2500000																																																		Heliophila deserticola var. deserticola												BRASSICACEAE	Heliophila		deserticola	var. deserticola	Variety		Schltr.					
412241794																																																											SANBI	PRECIS			PreservedSpecimen					PRE0404996-0		Leipoldt, C.L.																																	1941	6	30																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila digitata												BRASSICACEAE	Heliophila		digitata		Species		L.f.					
412241833																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405035-0		Marloth, H.W.R.																																	1925	8	20																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila lactea												BRASSICACEAE	Heliophila		lactea		Species		Schltr.					
412241844																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405046-0		Dahlstrand, K.Å.																																	1968	8	29																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pendula												BRASSICACEAE	Heliophila		pendula		Species		Willd.					
412241906																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405108-0		Schlechter, F.R.R.																																	1897	8	21																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pinnata												BRASSICACEAE	Heliophila		pinnata		Species		L.f.					
412241920																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405122-0		Leistner, O.A.																																	1955	9	24																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pinnata												BRASSICACEAE	Heliophila		pinnata		Species		L.f.					
412241945																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405147-0		Zeyher, C.L.P.																																	1830	9	30																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pusilla var. pusilla												BRASSICACEAE	Heliophila		pusilla	var. pusilla	Variety		L.f.					
412241952																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405154-0		White, F.																																	1959	8	9																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pusilla var. pusilla												BRASSICACEAE	Heliophila		pusilla	var. pusilla	Variety		L.f.					
412241954																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405156-0		Drege,																																	1830	8	31																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila pusilla var. macrosperma												BRASSICACEAE	Heliophila		pusilla	var. macrosperma	Variety		L.f.; Marais;					
412242017																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405219-0		Giess, J.W.H.; Muller, M.A.N.																																	1972	5	27																NAMIBIA					Not available																0.2500000																																																		Heliophila trifurca												BRASSICACEAE	Heliophila		trifurca		Species		Burch. ex DC.					
412242032																																																											SANBI	PRECIS			PreservedSpecimen					PRE0405234-0		Wasserfall, E.																																	1946	7	12																SOUTH AFRICA					Not available																0.2500000																																																		Heliophila trifurca												BRASSICACEAE	Heliophila		trifurca		Species		Burch. ex DC.					
