life_history,species,decimalLatitude,decimalLongitude,Winter,Spring,Summer,Autumn,src
A,Heliophila africana,-33.875,18.875,0.140952797202797,0.323735088440971,0.420527389277389,0.203139997257644,GRIDREF
A,Heliophila africana,-33.375,19.125,0.31650641025641,0.324283559577677,0.546452934320581,0.550390785684903,GRIDREF
A,Heliophila africana,-33.375,19.375,0.377913752913753,0.535650623885918,0.646480357877417,0.526943644590704,GRIDREF
A,Heliophila africana,-33.625,19.125,0.24409965034965,0.310228986699575,0.215206362265186,0.273001508295626,GRIDREF
A,Heliophila africana,-33.625,19.375,0.314321095571096,0.360002742355684,0.50458059097765,0.444261620732209,GRIDREF
A,Heliophila africana,-33.625,19.625,0.537218908542438,0.401445613210319,0.363057897984369,0.47333059097765,GRIDREF
A,Heliophila africana,-33.875,19.875,0.220026909365145,0.21631309866604,0.235075586178527,0.242424242424242,GRIDREF
A,Heliophila africana,-33.875,22.375,0.187427156177156,0.206979295214589,0.12475147401618,0.251542575071987,GRIDREF
A,Heliophila africana,-33.875,22.625,0.102928321678322,0.230015082956259,0.0732294666118196,0.187714246537776,GRIDREF
A,Heliophila africana,-34.125,18.375,0.259062776304156,0.3823417961349,0.25553498961987,0.249393709738537,GRIDREF
A,Heliophila africana,-34.125,18.625,0.453088578088578,0.276429452900041,0.453444227341286,0.474358974358974,GRIDREF
A,Heliophila africana,-34.125,18.625,0.453088578088578,0.276429452900041,0.453444227341286,0.474358974358974,GRIDREF
A,Heliophila africana,-34.125,18.875,0.119755244755245,0.288838612368024,0.190259495406554,0.129439188262718,GRIDREF
A,Heliophila africana,-34.375,19.125,0.25348757245309,0.1176582038651,0.19363152320712,0.220746494884426,GRIDREF
A,Heliophila africana,-34.625,19.625,0.321605477855478,0.489373371726313,0.244965206362265,0.15521733168792,GRIDREF
A,Heliophila africana,-34.125,20.125,0.24187148635678,0.299894223423635,0.270691930618401,0.297614150555327,GRIDREF
A,Heliophila africana,-34.125,20.375,0.412788804332922,0.25957375957376,0.392319690113808,0.25867269984917,GRIDREF
A,Heliophila africana,-34.375,20.375,0.198199472096531,0.323782100252689,0.39534913615796,0.351432880844646,GRIDREF
A,Heliophila africana,-34.125,20.875,0.275649595502537,0.307621789974731,0.415351192924722,0.279377485259838,GRIDREF
A,Heliophila africana,-34.375,20.875,0.359411421911422,0.388180447003976,0.236253942136295,0.277046482928836,GRIDREF
A,Heliophila africana,-34.625,20.125,0.285200706156589,0.316736204971499,0.526476587138352,0.480323597970657,GRIDREF
A,Heliophila africana,-34.375,21.125,0.161931818181818,0.0479912244618127,0.080788084464555,0.345056903880433,GRIDREF
A,Heliophila africana,-34.375,21.375,0.295964452214452,0.330316742081448,0.18708864664747,0.295968737145208,GRIDREF
A,Heliophila africana,-34.375,21.625,0.14787296037296,0.157068421774304,0.136963526669409,0.227067050596462,GRIDREF
A,Heliophila africana,-34.125,22.125,0.255608974358974,0.320992732757439,0.28871863430687,0.336898395721925,GRIDREF
A,Heliophila amplexicaulis,-29.375,17.625,0.32860276977924,0.573906485671192,0.470416838063897,0.387014945838475,GRIDREF
A,Heliophila amplexicaulis,-29.625,17.625,0.489030577265871,0.613843019725373,0.46837721102427,0.474770327711504,GRIDREF
A,Heliophila amplexicaulis,-29.625,17.875,0.243559749074455,0.367322873205226,0.389140271493213,0.485876868229809,GRIDREF
A,Heliophila amplexicaulis,-29.875,17.625,0.25507764294529,0.36339542810131,0.462819655834362,0.421500068558892,GRIDREF
A,Heliophila amplexicaulis,-29.875,17.875,0.425733580145345,0.475604787369493,0.400928116001645,0.405731523378582,GRIDREF
A,Heliophila amplexicaulis,-29.625,18.125,0.44253907856849,0.448721866368925,0.487796517208282,0.386877828054299,GRIDREF
A,Heliophila amplexicaulis,-30.125,17.875,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,GRIDREF
A,Heliophila amplexicaulis,-30.375,17.875,0.1548916769505,0.345554445554446,0.409545111750994,0.301110654051831,GRIDREF
A,Heliophila amplexicaulis,-30.625,17.875,0.539232825997532,0.394730759436642,0.432178116001645,0.284450843274373,GRIDREF
A,Heliophila amplexicaulis,-30.125,18.375,0.368971102426985,0.439995298818828,0.430781228575346,0.383929795694502,GRIDREF
A,Heliophila amplexicaulis,-30.375,18.125,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,GRIDREF
A,Heliophila amplexicaulis,-30.625,18.125,0.273177190456602,0.23461440520264,0.326571712601124,0.252433840669135,GRIDREF
A,Heliophila amplexicaulis,-30.875,18.125,0.497407616892911,0.3114238702474,0.41025641025641,0.203894145070616,GRIDREF
A,Heliophila amplexicaulis,-30.875,18.375,0.455856643356643,0.325204207557149,0.519466440422323,0.472233648704237,GRIDREF
A,Heliophila amplexicaulis,-30.625,19.125,0.482723159193747,0.454247713071243,0.526609419991773,0.444398738516386,GRIDREF
A,Heliophila amplexicaulis,-31.125,18.125,0.440135232414644,0.44664942900237,0.425943541752365,0.340257781434252,GRIDREF
A,Heliophila amplexicaulis,-31.125,18.875,0.232384649664061,0.230146324263971,0.168067839023721,0.34519402166461,GRIDREF
A,Heliophila amplexicaulis,-31.875,18.625,0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,GRIDREF
A,Heliophila amplexicaulis,-31.375,19.125,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,GRIDREF
A,Heliophila amplexicaulis,-31.375,19.375,0.336624160153572,0.397465279818221,0.441926333470451,0.430618401206637,GRIDREF
A,Heliophila amplexicaulis,-31.375,19.875,0.34156040038393,0.506013594248888,0.512049225284519,0.510695187165775,GRIDREF
A,Heliophila amplexicaulis,-31.625,19.125,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,GRIDREF
A,Heliophila amplexicaulis,-31.875,19.125,0.241117338543809,0.394928600810954,0.360851158645276,0.275126833950363,GRIDREF
A,Heliophila amplexicaulis,-31.875,19.375,0.426509152612094,0.501762942939414,0.444900075414781,0.346976552858906,GRIDREF
A,Heliophila amplexicaulis,-32.875,17.875,0.356411970382559,0.446604376016141,0.40166940902235,0.409159467982997,GRIDREF
A,Heliophila amplexicaulis,-32.125,18.875,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,GRIDREF
A,Heliophila amplexicaulis,-32.375,18.625,0.272435897435897,0.396064719594131,0.455642396818868,0.27526395173454,GRIDREF
A,Heliophila amplexicaulis,-32.625,18.625,0.317162004662005,0.530508706979295,0.771647470176882,0.55093925682161,GRIDREF
A,Heliophila amplexicaulis,-32.375,19.125,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,GRIDREF
A,Heliophila amplexicaulis,-32.125,20.125,0.196695461401344,0.239999216469805,0.420874468668586,0.325997531879885,GRIDREF
A,Heliophila amplexicaulis,-32.375,20.125,0.284039489921843,0.449383949383949,0.508231351981352,0.413958590429179,GRIDREF
A,Heliophila amplexicaulis,-32.625,20.375,0.340189222542164,0.412910618792972,0.467434526258056,0.409502262443439,GRIDREF
A,Heliophila amplexicaulis,-32.875,20.375,0.29466611819553,0.338298955946015,0.424876593994241,0.299739476210064,GRIDREF
A,Heliophila amplexicaulis,-32.875,20.625,0.279454614013438,0.547282129635071,0.550420780200192,0.291718085835733,GRIDREF
A,Heliophila amplexicaulis,-33.375,20.125,0.41958041958042,0.408511096746391,0.43031845605375,0.392979569450158,GRIDREF
A,Heliophila amplexicaulis,-33.125,20.625,0.459151755107637,0.5000333000333,0.774398395721925,0.41107911696147,GRIDREF
A,Heliophila amplexicaulis,-33.875,20.875,0.181462532565474,0.262353332941568,0.263193301796243,0.23364870423694,GRIDREF
A,Heliophila amplexicaulis,-34.125,18.875,0.119755244755245,0.288838612368024,0.190259495406554,0.129439188262718,GRIDREF
A,Heliophila amplexicaulis,-34.375,18.875,0.483425259287328,0.176676771504358,0.0826046190767676,0.227434634331186,GRIDREF
A,Heliophila arenaria,-30.375,17.375,0.339058000822707,0.41284597755186,0.346059577677225,0.243932538050185,GRIDREF
A,Heliophila arenaria,-30.125,17.625,0.239793294940354,0.374691974691975,0.446926847662142,0.370218017276841,GRIDREF
A,Heliophila arenaria,-30.375,17.875,0.1548916769505,0.345554445554446,0.409545111750994,0.301110654051831,GRIDREF
A,Heliophila arenaria,-30.875,17.625,0.318284656519951,0.245793422264011,0.150383929795695,0.283970931029755,GRIDREF
A,Heliophila arenaria,-30.125,18.125,0.459550253667901,0.485986562457151,0.574874880021939,0.587344028520499,GRIDREF
A,Heliophila arenaria,-30.375,18.125,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,GRIDREF
A,Heliophila arenaria,-31.375,17.875,0.271681749622926,0.255158566923273,0.0822792403674757,0.308377896613191,GRIDREF
A,Heliophila arenaria,-31.125,18.375,0.484449986288222,0.405613993849288,0.469289901275195,0.377622377622378,GRIDREF
A,Heliophila arenaria,-31.125,18.875,0.232384649664061,0.230146324263971,0.168067839023721,0.34519402166461,GRIDREF
A,Heliophila arenaria,-31.375,18.625,0.560486082544906,0.462292609351433,0.392319690113808,0.420540244069656,GRIDREF
A,Heliophila arenaria,-31.625,18.375,0.343308652132182,0.374635168752816,0.254357774578363,0.308309337721102,GRIDREF
A,Heliophila arenaria,-31.625,18.625,0.418024989716166,0.485724079841727,0.575234814205403,0.487796517208282,GRIDREF
A,Heliophila arenaria,-31.625,18.875,0.204545454545455,0.184286301933361,0.267726758535582,0.279857397504456,GRIDREF
A,Heliophila arenaria,-31.875,18.625,0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,GRIDREF
A,Heliophila arenaria,-31.125,19.375,0.248663101604278,0.316458051752169,0.407788290141231,0.32215823392294,GRIDREF
A,Heliophila arenaria,-31.375,19.125,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,GRIDREF
A,Heliophila arenaria,-31.625,19.125,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,GRIDREF
A,Heliophila arenaria,-31.875,19.375,0.426509152612094,0.501762942939414,0.444900075414781,0.346976552858906,GRIDREF
A,Heliophila arenaria,-32.875,17.875,0.356411970382559,0.446604376016141,0.40166940902235,0.409159467982997,GRIDREF
A,Heliophila arenaria,-32.125,18.375,0.194784382284382,0.18675442204854,0.304949952008776,0.262100644453586,GRIDREF
A,Heliophila arenaria,-32.125,18.875,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,GRIDREF
A,Heliophila arenaria,-32.125,19.125,0.511217948717949,0.526189496777732,0.549156725627314,0.411559029206088,GRIDREF
A,Heliophila arenaria,-33.625,18.625,0.312281468531469,0.430412724530372,0.354809406279995,0.333539010009598,GRIDREF
P,Heliophila carnosa,-25.375,30.125,0.262511997806115,0.333774069068187,0.352165604003839,0.303578774167009,GRIDREF
P,Heliophila carnosa,-25.875,31.125,0.425887837652544,0.527535209888151,0.185194707253531,0.408542437954203,GRIDREF
P,Heliophila carnosa,-26.125,28.125,0.47291923762512,0.525915261209379,0.325037707390649,0.3710407239819,GRIDREF
P,Heliophila carnosa,-26.375,28.375,0.303647333059098,0.429454858866624,0.274372686137392,0.340943370355135,GRIDREF
P,Heliophila carnosa,-26.625,28.125,0.378856437679967,0.410446416328769,0.221286679007267,0.273481420540244,GRIDREF
P,Heliophila carnosa,-26.125,29.875,0.400041135335253,0.383616383616384,0.231913307280954,0.29144385026738,GRIDREF
P,Heliophila carnosa,-27.375,30.125,0.294391882627177,0.38447630800572,0.304478609625668,0.236116824352118,GRIDREF
P,Heliophila carnosa,-27.375,30.375,0.39044289044289,0.365920354155648,0.211744138214726,0.291923762511998,GRIDREF
P,Heliophila carnosa,-28.375,16.875,0.436857260386672,0.405590487943429,0.28785736322501,0.415741121623475,GRIDREF
P,Heliophila carnosa,-28.875,16.625,0.425344196033851,0.303113553113553,0.105137273572287,0.150966275104206,GRIDREF
P,Heliophila carnosa,-28.125,17.125,0.41512409159468,0.616505063563887,0.56464246537776,0.502879473467709,GRIDREF
P,Heliophila carnosa,-28.375,17.125,0.369600987248046,0.40166696049049,0.287998765939942,0.183737830796654,GRIDREF
P,Heliophila carnosa,-28.625,20.875,0.51131221719457,0.527797692503575,0.597336487042369,0.559783353901001,GRIDREF
P,Heliophila carnosa,-28.375,27.125,0.329768270944742,0.481058157528746,0.433664986973811,0.203414232825998,GRIDREF
P,Heliophila carnosa,-28.125,28.375,0.337858220211161,0.399990205872559,0.290128376525435,0.18997668997669,GRIDREF
P,Heliophila carnosa,-28.375,28.625,0.311531605649253,0.321458933223639,0.316553544494721,0.194364459070341,GRIDREF
P,Heliophila carnosa,-28.625,28.125,0.177224736048265,0.3349043113749,0.340459173179761,0.261620732208968,GRIDREF
P,Heliophila carnosa,-28.625,28.375,0.151515151515152,0.341954124307065,0.288358700123406,0.215343480049362,GRIDREF
P,Heliophila carnosa,-28.875,28.125,0.133621280680104,0.302685549744373,0.312649972576443,0.235774029891677,GRIDREF
P,Heliophila carnosa,-28.625,28.875,0.387700534759358,0.300427023956436,0.243778280542986,0.15076100370218,GRIDREF
P,Heliophila carnosa,-28.375,29.125,0.319278760455231,0.252907876437288,0.279300356506239,0.264500205676676,GRIDREF
P,Heliophila carnosa,-28.375,29.375,0.179692856163444,0.324982860276978,0.298591114767585,0.205813794049088,GRIDREF
P,Heliophila carnosa,-29.125,17.125,0.489441930618401,0.570049558284852,0.391184183463595,0.568490333196216,GRIDREF
P,Heliophila carnosa,-29.625,17.875,0.243559749074455,0.367322873205226,0.389140271493213,0.485876868229809,GRIDREF
P,Heliophila carnosa,-29.125,18.875,0.477444124502948,0.602781532193297,0.458041958041958,0.377485259838201,GRIDREF
P,Heliophila carnosa,-29.125,19.125,0.564376799670917,0.636406730524378,0.525975250239956,0.535102152749212,GRIDREF
P,Heliophila carnosa,-29.625,25.375,0.287056081173728,0.420287555581673,0.543847696421226,0.492595639654463,GRIDREF
P,Heliophila carnosa,-29.125,26.125,0.334567393390923,0.442326301149831,0.523755656108597,0.306869600987248,GRIDREF
P,Heliophila carnosa,-29.125,27.375,0.265871383518442,0.395465318994731,0.408088235294118,0.205882352941176,GRIDREF
P,Heliophila carnosa,-29.375,27.375,0.273344302756068,0.332504750151809,0.30651395173454,0.215549156725627,GRIDREF
P,Heliophila carnosa,-29.375,29.625,0.354929384341149,0.210244657303481,0.247000548471137,0.261894967777321,GRIDREF
P,Heliophila carnosa,-29.625,29.375,0.263677498971617,0.178590037413567,0.341791786644728,0.15117235705471,GRIDREF
P,Heliophila carnosa,-29.875,29.125,0.17544220485397,0.298358504240857,0.227602666940902,0.308446455505279,GRIDREF
P,Heliophila carnosa,-30.375,18.125,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,GRIDREF
P,Heliophila carnosa,-30.625,18.125,0.273177190456602,0.23461440520264,0.326571712601124,0.252433840669135,GRIDREF
P,Heliophila carnosa,-30.875,19.875,0.483340189222542,0.501096942273413,0.56039609899904,0.434731934731935,GRIDREF
P,Heliophila carnosa,-30.625,24.875,0.238889174550939,0.317192611310258,0.362286610448375,0.337035513506102,GRIDREF
P,Heliophila carnosa,-30.125,25.625,0.304675716440422,0.434330375506846,0.556921020156314,0.437200054847114,GRIDREF
P,Heliophila carnosa,-30.375,25.875,0.243658302481832,0.359730465612819,0.523434286301933,0.420540244069656,GRIDREF
P,Heliophila carnosa,-30.625,26.625,0.243246949129302,0.354612054612055,0.520237727958316,0.44864938982586,GRIDREF
P,Heliophila carnosa,-30.875,27.375,0.327420128890717,0.297902097902098,0.36108682983683,0.189085424379542,GRIDREF
P,Heliophila carnosa,-30.625,27.625,0.363970588235294,0.325196372255196,0.511539318524613,0.319690113807761,GRIDREF
P,Heliophila carnosa,-30.875,27.625,0.273661387631976,0.237325419678361,0.381285993418346,0.194158782394077,GRIDREF
P,Heliophila carnosa,-30.375,28.375,0.183874948580831,0.311925329572388,0.226501439736734,0.0858357328945564,GRIDREF
P,Heliophila carnosa,-30.125,28.625,0.173659673659674,0.286779886779887,0.190833676127794,0.0948169477581242,GRIDREF
P,Heliophila carnosa,-30.875,28.125,0.185263266145619,0.304495504495505,0.215634855340738,0.18510900863842,GRIDREF
P,Heliophila carnosa,-30.375,29.125,0.26635129576306,0.37757536581066,0.340664849856026,0.201631701631702,GRIDREF
P,Heliophila carnosa,-31.125,18.125,0.440135232414644,0.44664942900237,0.425943541752365,0.340257781434252,GRIDREF
P,Heliophila carnosa,-31.375,19.625,0.4583847525024,0.509941039352804,0.397633004250651,0.44864938982586,GRIDREF
P,Heliophila carnosa,-31.375,19.875,0.34156040038393,0.506013594248888,0.512049225284519,0.510695187165775,GRIDREF
P,Heliophila carnosa,-31.625,19.125,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,GRIDREF
P,Heliophila carnosa,-31.625,19.375,0.336928390237214,0.47886427298192,0.511470759632524,0.458110516934046,GRIDREF
P,Heliophila carnosa,-31.625,19.625,0.311394487865076,0.611770582358818,0.417677910324969,0.416495269436446,GRIDREF
P,Heliophila carnosa,-31.625,19.875,0.55370303715892,0.460627607686431,0.526515151515152,0.416221033868093,GRIDREF
P,Heliophila carnosa,-31.875,19.875,0.200260523789936,0.277075865311159,0.258295625942685,0.238584944467297,GRIDREF
P,Heliophila carnosa,-31.375,20.375,0.419991772932949,0.479195314489432,0.584211744138215,0.3997668997669,GRIDREF
P,Heliophila carnosa,-31.375,20.625,0.300425065130947,0.278258995906055,0.457334944467297,0.443850267379679,GRIDREF
P,Heliophila carnosa,-31.875,20.125,0.417592211709859,0.506219270925153,0.505257610037022,0.319141642671054,GRIDREF
P,Heliophila carnosa,-31.875,20.375,0.349033319621555,0.372639125580302,0.517889585904292,0.416289592760181,GRIDREF
P,Heliophila carnosa,-31.625,20.875,0.393322363910599,0.302697302697303,0.459734505690388,0.35650623885918,GRIDREF
P,Heliophila carnosa,-31.625,21.125,0.341080488139312,0.332112985054162,0.450050562182915,0.492252845194022,GRIDREF
P,Heliophila carnosa,-31.625,21.375,0.386655011655012,0.379353979353979,0.335351535719183,0.432675167969286,GRIDREF
P,Heliophila carnosa,-31.875,21.875,0.344842657342657,0.37309749074455,0.335270122034828,0.432400932400932,GRIDREF
P,Heliophila carnosa,-31.125,24.375,0.168950534759358,0.276541105952871,0.3554350061703,0.318661730426436,GRIDREF
P,Heliophila carnosa,-31.375,24.625,0.196605477855478,0.382078705608117,0.472280782942548,0.427396133278486,GRIDREF
P,Heliophila carnosa,-31.375,24.875,0.216140477169889,0.174513721572545,0.379096393802276,0.260866584395996,GRIDREF
P,Heliophila carnosa,-31.625,24.625,0.269230769230769,0.284725078842726,0.315576580282463,0.293089263677499,GRIDREF
P,Heliophila carnosa,-31.625,24.875,0.377112470862471,0.396201837378308,0.463509529686,0.381873028931853,GRIDREF
P,Heliophila carnosa,-31.125,25.125,0.360062731386261,0.2171691054044,0.407299808035102,0.362813656931304,GRIDREF
P,Heliophila carnosa,-31.375,25.125,0.238122171945701,0.424420677361854,0.432679452900041,0.33024818318936,GRIDREF
P,Heliophila carnosa,-31.375,25.375,0.318374640065817,0.386274509803922,0.398618538324421,0.307075277663513,GRIDREF
P,Heliophila carnosa,-31.375,26.375,0.235842588783765,0.327778104248692,0.326096085287262,0.198409433703551,GRIDREF
P,Heliophila carnosa,-31.875,26.125,0.309954751131222,0.297829621359033,0.361223947621006,0.30316742081448,GRIDREF
P,Heliophila carnosa,-31.375,27.375,0.208380467571644,0.327382421500069,0.1680121349239,0.185177567530509,GRIDREF
P,Heliophila carnosa,-31.125,27.625,0.215990504593446,0.248512272041684,0.312654257507199,0.282188399835459,GRIDREF
P,Heliophila carnosa,-32.125,18.375,0.194784382284382,0.18675442204854,0.304949952008776,0.262100644453586,GRIDREF
P,Heliophila carnosa,-32.125,18.875,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,GRIDREF
P,Heliophila carnosa,-32.375,19.125,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,GRIDREF
P,Heliophila carnosa,-32.37506,19.12506,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,GRIDREF
P,Heliophila carnosa,-32.375,19.625,0.708903229123817,0.656502321208204,0.422995509392568,0.600575894693542,GRIDREF
P,Heliophila carnosa,-32.625,19.375,0.341226175784999,0.465358171240524,0.45995303715892,0.356163444398739,GRIDREF
P,Heliophila carnosa,-32.875,19.625,0.3632764294529,0.356478815302345,0.341213320992733,0.283148224324695,GRIDREF
P,Heliophila carnosa,-32.125,20.125,0.196695461401344,0.239999216469805,0.420874468668586,0.325997531879885,GRIDREF
P,Heliophila carnosa,-32.375,20.375,0.329494035376388,0.397469197469197,0.526292335115865,0.252022487316605,GRIDREF
P,Heliophila carnosa,-32.375,20.625,0.345262580556698,0.402329043505514,0.42474376114082,0.417043740573152,GRIDREF
P,Heliophila carnosa,-32.625,20.375,0.340189222542164,0.412910618792972,0.467434526258056,0.409502262443439,GRIDREF
P,Heliophila carnosa,-32.875,20.125,0.376936788701495,0.449319308142838,0.345459687371452,0.382147264500206,GRIDREF
P,Heliophila carnosa,-32.625,20.875,0.465656279994515,0.402458325987738,0.440859385712327,0.279925956396545,GRIDREF
P,Heliophila carnosa,-32.875,20.625,0.279454614013438,0.547282129635071,0.550420780200192,0.291718085835733,GRIDREF
P,Heliophila carnosa,-32.125,22.625,0.334820204305498,0.377179683062036,0.394170780200192,0.491567256273139,GRIDREF
P,Heliophila carnosa,-32.375,22.625,0.380219045660222,0.322998570057394,0.562564273961333,0.457356369121075,GRIDREF
P,Heliophila carnosa,-32.125,23.875,0.198435143288084,0.228283481224658,0.306955299602358,0.270053475935829,GRIDREF
P,Heliophila carnosa,-32.125,24.125,0.274111305361305,0.289387083504731,0.284523687097217,0.287124640065817,GRIDREF
P,Heliophila carnosa,-32.375,24.625,0.269303613053613,0.397984368572604,0.326588852324146,0.230906348553407,GRIDREF
P,Heliophila carnosa,-32.125,25.125,0.0842803030303031,0.229946524064171,0.405088783765254,0.224050459344577,GRIDREF
P,Heliophila carnosa,-32.125,25.875,0.288975730152201,0.380282462635404,0.435134718222954,0.263197586726999,GRIDREF
P,Heliophila carnosa,-33.125,19.375,0.556235431235431,0.583299053887289,0.356986151103798,0.468600027423557,GRIDREF
P,Heliophila carnosa,-33.375,19.125,0.31650641025641,0.324283559577677,0.546452934320581,0.550390785684903,GRIDREF
