species,life_history,Winter,Spring,Summer,Autumn,decimalLatitude,decimalLongitude,src
Heliophila africana,A,0.333114801864802,0.460852872617579,0.30015511449335,0.236733854380913,-32.61667,18.96667,GBIF
Heliophila africana,A,0.57133032995102,0.545282303902994,0.506594054339412,0.485455349248453,-33.875,18.375,GBIF
Heliophila africana,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila africana,A,0.453088578088578,0.276429452900041,0.453444227341286,0.474358974358974,-34.125,18.625,GBIF
Heliophila africana,A,0.24187148635678,0.299894223423635,0.270691930618401,0.297614150555327,-34.125,20.125,GBIF
Heliophila amplexicaulis,A,0.296624331550802,0.39020979020979,0.419147641574112,0.395996160702043,-30.16,17.81,GBIF
Heliophila amplexicaulis,A,0.232384649664061,0.230146324263971,0.168067839023721,0.34519402166461,-31.125,18.875,GBIF
Heliophila amplexicaulis,A,0.119755244755245,0.288838612368024,0.190259495406554,0.129439188262718,-34.125,18.875,GBIF
Heliophila amplexicaulis,A,0.32860276977924,0.573906485671192,0.470416838063897,0.387014945838475,-29.375,17.625,GBIF
Heliophila amplexicaulis,A,0.284039489921843,0.449383949383949,0.508231351981352,0.413958590429179,-32.375,20.125,GBIF
Heliophila amplexicaulis,A,0.459151755107637,0.5000333000333,0.774398395721925,0.41107911696147,-33.125,20.625,GBIF
Heliophila amplexicaulis,A,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,-32.375,19.125,GBIF
Heliophila amplexicaulis,A,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,-32.375,19.125,GBIF
Heliophila amplexicaulis,A,0.455856643356643,0.325204207557149,0.519466440422323,0.472233648704237,-30.875,18.375,GBIF
Heliophila amplexicaulis,A,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,-30.375,18.125,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.489030577265871,0.613843019725373,0.46837721102427,0.474770327711504,-29.625,17.625,GBIF
Heliophila amplexicaulis,A,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,-30.375,18.125,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.25507764294529,0.36339542810131,0.462819655834362,0.421500068558892,-29.875,17.625,GBIF
Heliophila amplexicaulis,A,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,-32.375,19.125,GBIF
Heliophila amplexicaulis,A,0.489030577265871,0.613843019725373,0.46837721102427,0.474770327711504,-29.625,17.625,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.44253907856849,0.448721866368925,0.487796517208282,0.386877828054299,-29.625,18.125,GBIF
Heliophila amplexicaulis,A,0.483425259287328,0.176676771504358,0.0826046190767676,0.227434634331186,-34.375,18.875,GBIF
Heliophila amplexicaulis,A,0.333114801864802,0.460852872617579,0.30015511449335,0.236733854380913,-32.61667,18.98333,GBIF
Heliophila amplexicaulis,A,0.34156040038393,0.506013594248888,0.512049225284519,0.510695187165775,-31.375,19.875,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.425733580145345,0.475604787369493,0.400928116001645,0.405731523378582,-29.875,17.875,GBIF
Heliophila amplexicaulis,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.356411970382559,0.446604376016141,0.40166940902235,0.409159467982997,-32.875,17.875,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.426509152612094,0.501762942939414,0.444900075414781,0.346976552858906,-31.875,19.375,GBIF
Heliophila amplexicaulis,A,0.482723159193747,0.454247713071243,0.526609419991773,0.444398738516386,-30.625,19.125,GBIF
Heliophila amplexicaulis,A,0.539232825997532,0.394730759436642,0.432178116001645,0.284450843274373,-30.625,17.875,GBIF
Heliophila amplexicaulis,A,0.25507764294529,0.36339542810131,0.462819655834362,0.421500068558892,-29.875,17.625,GBIF
Heliophila amplexicaulis,A,0.237145207733443,0.360931225637108,0.318678870149458,0.277115041820924,-33.50361,20.98583,GBIF
Heliophila amplexicaulis,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila amplexicaulis,A,0.539232825997532,0.394730759436642,0.432178116001645,0.284450843274373,-30.625,17.875,GBIF
Heliophila amplexicaulis,A,0.1548916769505,0.345554445554446,0.409545111750994,0.301110654051831,-30.375,17.875,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,-31.875,18.625,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.489030577265871,0.613843019725373,0.46837721102427,0.474770327711504,-29.625,17.625,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila amplexicaulis,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.368971102426985,0.439995298818828,0.430781228575346,0.383929795694502,-30.125,18.375,GBIF
Heliophila amplexicaulis,A,0.119755244755245,0.288838612368024,0.190259495406554,0.129439188262718,-34.125,18.875,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.317162004662005,0.530508706979295,0.771647470176882,0.55093925682161,-32.625,18.625,GBIF
Heliophila amplexicaulis,A,0.196695461401344,0.239999216469805,0.420874468668586,0.325997531879885,-32.125,20.125,GBIF
Heliophila amplexicaulis,A,0.273177190456602,0.23461440520264,0.326571712601124,0.252433840669135,-30.625,18.125,GBIF
Heliophila amplexicaulis,A,0.497407616892911,0.3114238702474,0.41025641025641,0.203894145070616,-30.875,18.125,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.248504559166324,0.243922743922744,0.39737590840532,0.252433840669135,-30.125,17.875,GBIF
Heliophila amplexicaulis,A,0.181462532565474,0.262353332941568,0.263193301796243,0.23364870423694,-33.875,20.875,GBIF
Heliophila amplexicaulis,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila amplexicaulis,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.318284656519951,0.245793422264011,0.150383929795695,0.283970931029755,-30.875,17.625,GBIF
Heliophila arenaria,A,0.204545454545455,0.184286301933361,0.267726758535582,0.279857397504456,-31.625,18.875,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.1548916769505,0.345554445554446,0.409545111750994,0.301110654051831,-30.375,17.875,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.426509152612094,0.501762942939414,0.444900075414781,0.346976552858906,-31.875,19.375,GBIF
Heliophila arenaria,A,0.312281468531469,0.430412724530372,0.354809406279995,0.333539010009598,-33.625,18.625,GBIF
Heliophila arenaria,A,0.308994926641986,0.424359953771719,0.492668483477307,0.33305909776498,-28.99853,25.09254,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.204545454545455,0.184286301933361,0.267726758535582,0.279857397504456,-31.625,18.875,GBIF
Heliophila arenaria,A,0.194784382284382,0.18675442204854,0.304949952008776,0.262100644453586,-32.125,18.375,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.243559749074455,0.367322873205226,0.389140271493213,0.485876868229809,-29.625,17.875,GBIF
Heliophila arenaria,A,0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,-31.875,18.625,GBIF
Heliophila arenaria,A,0.418024989716166,0.485724079841727,0.575234814205403,0.487796517208282,-31.625,18.625,GBIF
Heliophila arenaria,A,0.511217948717949,0.526189496777732,0.549156725627314,0.411559029206088,-32.125,19.125,GBIF
Heliophila arenaria,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,-32.375,19.125,GBIF
Heliophila arenaria,A,0.511217948717949,0.526189496777732,0.549156725627314,0.411559029206088,-32.125,19.125,GBIF
Heliophila arenaria,A,0.308994926641986,0.424359953771719,0.492668483477307,0.33305909776498,-28.99861,25.0925,GBIF
Heliophila arenaria,A,0.342948717948718,0.329768270944742,0.204956807897984,0.262649115590292,-32.375,19.125,GBIF
Heliophila arenaria,A,0.314321095571096,0.360002742355684,0.50458059097765,0.444261620732209,-33.625,19.375,GBIF
Heliophila arenaria,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.459550253667901,0.485986562457151,0.574874880021939,0.587344028520499,-30.125,18.125,GBIF
Heliophila arenaria,A,0.267555361305361,0.468737145207733,0.281571369806664,0.336007130124777,-31.875,18.625,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.271681749622926,0.255158566923273,0.0822792403674757,0.308377896613191,-31.375,17.875,GBIF
Heliophila arenaria,A,0.225888694638695,0.293637734814205,0.33507730015083,0.28417660770602,-31.76667,18.66667,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.239793294940354,0.374691974691975,0.446926847662142,0.370218017276841,-30.125,17.625,GBIF
Heliophila arenaria,A,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,-31.625,19.125,GBIF
Heliophila arenaria,A,0.232384649664061,0.230146324263971,0.168067839023721,0.34519402166461,-31.125,18.875,GBIF
Heliophila arenaria,A,0.1548916769505,0.345554445554446,0.409545111750994,0.301110654051831,-30.375,17.875,GBIF
Heliophila arenaria,A,0.339058000822707,0.41284597755186,0.346059577677225,0.243932538050185,-30.375,17.375,GBIF
Heliophila arenaria,A,0.239793294940354,0.374691974691975,0.446926847662142,0.370218017276841,-30.125,17.625,GBIF
Heliophila arenaria,A,0.484449986288222,0.405613993849288,0.469289901275195,0.377622377622378,-31.11667,18.36667,GBIF
Heliophila arenaria,A,0.31650641025641,0.324283559577677,0.546452934320581,0.550390785684903,-33.375,19.125,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.356411970382559,0.446604376016141,0.40166940902235,0.409159467982997,-32.875,17.875,GBIF
Heliophila arenaria,A,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,-31.625,19.125,GBIF
Heliophila arenaria,A,0.480460715754833,0.555129184540949,0.458380467571644,0.192444810091869,-31.625,19.125,GBIF
Heliophila arenaria,A,0.405872926093514,0.341352764882177,0.429971376662553,0.453791306732483,-31.125,19.125,GBIF
Heliophila arenaria,A,0.511217948717949,0.526189496777732,0.549156725627314,0.411559029206088,-32.125,19.125,GBIF
Heliophila arenaria,A,0.336812697106815,0.449730661495367,0.542168003565062,0.473810503222268,-31.375,19.125,GBIF
Heliophila arenaria,A,0.317162004662005,0.530508706979295,0.771647470176882,0.55093925682161,-32.625,18.625,GBIF
Heliophila arenaria,A,0.339058000822707,0.41284597755186,0.346059577677225,0.243932538050185,-30.375,17.375,GBIF
Heliophila arenaria,A,0.413932880844646,0.552954888249006,0.499245852187029,0.310366104483752,-32.01667,19.2,GBIF
Heliophila arenaria,A,0.470451117509941,0.509222150398621,0.343831413684355,0.393665158371041,-29.875,17.375,GBIF
Heliophila arenaria,A,0.560486082544906,0.462292609351433,0.392319690113808,0.420540244069656,-31.375,18.625,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.511217948717949,0.526189496777732,0.549156725627314,0.411559029206088,-32.125,19.125,GBIF
Heliophila arenaria,A,0.279428904428904,0.223090634855341,0.237479432332374,0.249897161661868,-32.125,18.875,GBIF
Heliophila arenaria,A,0.248663101604278,0.316458051752169,0.407788290141231,0.32215823392294,-31.125,19.375,GBIF
Heliophila arenaria,A,0.218021561771562,0.389551624845742,0.401343754284931,0.3059783353901,-32.125,18.625,GBIF
Heliophila arenaria,A,0.337613979158097,0.456163444398739,0.470682503770739,0.345125462772522,-30.375,18.125,GBIF
Heliophila arenaria,A,0.484449986288222,0.405613993849288,0.469289901275195,0.377622377622378,-31.125,18.375,GBIF
Heliophila arenaria,A,0.484449986288222,0.405613993849288,0.469289901275195,0.377622377622378,-31.125,18.375,GBIF
